ID,Title,Highlights Supported?,Fully Optimized?,Steam Url,Publisher,Genre,Status
100031911,7 Days to Die,N,Y,https://store.steampowered.com/app/251570,The Fun Pimps Entertainment LLC,"Action,Adventure,Indie,",1
100251911,A Plague Tale: Innocence,N,N,https://store.steampowered.com/app/752590,Focus Home Interactive,"Action,",1
100129011,Absolver,Y,N,https://store.steampowered.com/app/473690,Devolver Digital,"Action,Adventure,Indie,",1
100184111,ACE COMBAT™ 7: SKIES UNKNOWN,N,N,https://store.steampowered.com/app/502500,BANDAI NAMCO Studio Inc.,"Action,Simulation,",1
100350211,Age of Wonders III,N,N,https://store.steampowered.com/app/226840,Paradox Interactive,"Role Playing,Strategy,",1
100361111,Age of Wonders: Planetfall,N,N,https://store.steampowered.com/app/718850,Paradox Interactive,"Strategy,",1
100365811,AI: The Somnium Files,N,N,https://store.steampowered.com/app/948740,"Spike Chunsoft Co., Ltd.","Adventure,",1
18107911,Aion™,N,N,,NCSOFT,"Free To Play,Massively Multiplayer Online,Role Playing,",1
100005211,Albino Lullaby: Episode 1,N,N,https://store.steampowered.com/app/355860,Ape Law,"Action,Adventure,Indie,",1
100334011,Albion Online,N,N,https://store.steampowered.com/app/761890,Sandbox Interactive GmbH,"Massively Multiplayer Online,Role Playing,",1
100313411,Amazing Cultivation Simulator / 了不起的修仙模拟器,N,N,https://store.steampowered.com/app/955900,Gamera Game,"Indie,Role Playing,Simulation,Strategy,",1
17948311,American Truck Simulator,N,N,https://store.steampowered.com/app/270880,SCS Software,"Indie,Simulation,",1
100220311,Ancestors Legacy,N,N,https://store.steampowered.com/app/620590,1C Company,"Strategy,",1
100261311,Anno 1800™,N,N,,Ubisoft,"Strategy,Simulation,",1
100331611,Anno 1800™,N,N,,,"Simulation,Strategy,",1
100261411,Anno 1800™,N,N,https://store.steampowered.com/app/916440,Ubisoft,"Strategy,Simulation,",1
100227611,AO International Tennis,N,N,https://store.steampowered.com/app/758410,Big Ant Studios,"Sports,",1
100272911,Apex Legends™,N,Y,,Electronic Arts Inc.,"Action,Free To Play,Massively Multiplayer Online,",1
16032111,Apollo 11 Lunar Landing Demo,N,N,,NVIDIA,",",1
100079511,Argo,N,Y,https://store.steampowered.com/app/530700,Bohemia Interactive,"Action,Free To Play,",1
18541011,ARK: Survival Evolved,Y,Y,https://store.steampowered.com/app/346110,Studio Wildcard,"Action,Adventure,Indie,Massively Multiplayer OnlineRole Playing,",1
100136611,ARK: Survival Of The Fittest,N,N,https://store.steampowered.com/app/407530,Studio Wildcard,"Action,Adventure,Indie,Massively Multiplayer OnlineRole Playing,Strategy,",1
100042611,Arma 3,N,Y,https://store.steampowered.com/app/107410,Bohemia Interactive,"Action,First-Person Shooter,Simulation,Strategy,",1
100238911,Armello,N,N,https://store.steampowered.com/app/290340,League of Geeks,"Adventure,Indie,Role Playing,Strategy,",1
17948511,Armored Warfare,N,N,,My.com,"Simulation,Action,Free To Play,Massively Multiplayer OnlineStrategy,",1
100271411,Artifact,N,N,https://store.steampowered.com/app/583950,Valve,"Casual,Strategy,",1
100320911,Assassin’s Creed® III Remastered,N,N,,Ubisoft,"Action,Adventure,",1
100166611,Assassin’s Creed® IV Black Flag™,N,Y,https://store.steampowered.com/app/242050,Ubisoft,"Action,Adventure,",1
11786111,Assassin’s Creed® IV Black Flag™,N,Y,,Ubisoft,"Action,Adventure,",1
100225411,Assassin’s Creed® Odyssey,N,Y,https://store.steampowered.com/app/812140,Ubisoft,"Action,Adventure,Indie,",1
100225311,Assassin’s Creed® Odyssey,N,Y,,Ubisoft,"Action,Adventure,",1
100152711,Assassin’s Creed® Origins,N,Y,,Ubisoft,"Action,Adventure,",1
100143211,Assassin’s Creed® Origins,N,N,https://store.steampowered.com/app/582160,Ubisoft,"Action,Adventure,",1
100182811,Assassin’s Creed® Unity,N,N,https://store.steampowered.com/app/289650,Ubisoft,"Action,Adventure,",1
17935011,Assassin’s Creed® Unity,N,Y,,Ubisoft,"Adventure,Action,",1
100163011,Assassin’s Creed®: Syndicate,N,Y,https://store.steampowered.com/app/368500,Ubisoft,"Action,Adventure,",1
17934911,Assassin’s Creed®: Syndicate,N,Y,,Ubisoft,"Action,Adventure,",1
18293911,Assetto Corsa,N,N,https://store.steampowered.com/app/244210,Kunos Simulazioni,"Racing,Simulation,Sports,",1
100214511,Assetto Corsa Competizione,N,N,https://store.steampowered.com/app/805550,505 Games,"Racing,Simulation,Sports,",1
100489511,Asterix & Obelix XXL 3 - The Crystal Menhir,N,N,https://store.steampowered.com/app/1109690,Microids,"Adventure,",1
100202811,ASTRONEER,N,N,https://store.steampowered.com/app/361420,System Era Softworks,"Adventure,Indie,",1
100250311,ATLAS,N,Y,https://store.steampowered.com/app/834910,Grapeshot Games,"Action,Adventure,Massively Multiplayer Online,Role Playing,",1
100164511,ATOM RPG,Y,N,https://store.steampowered.com/app/552620,AtomTeam,"Role Playing,",1
100139611,ATOMEGA™,N,N,https://store.steampowered.com/app/619880,Ubisoft,"Action,Indie,",1
100543011,AVICII Invector,N,N,https://store.steampowered.com/app/986800,Wired Productions,"Casual,Indie,",1
100127111,Batman™: Arkham Asylum Game of the Year Edition,N,N,https://store.steampowered.com/app/35140,Warner Bros. Interactive Entertainment,"Action,Adventure,",1
100140711,Batman™: Arkham City - Game of the Year Edition,N,Y,https://store.steampowered.com/app/200260,Warner Bros. Interactive Entertainment,"Action,Adventure,",1
100004411,Batman™: Arkham Knight,N,N,https://store.steampowered.com/app/208650,Warner Bros. Interactive Entertainment,"Action,Adventure,",1
100195011,Batman™: Arkham Origins,N,N,https://store.steampowered.com/app/209000,Warner Bros. Interactive Entertainment,"Action,Adventure,",1
100230611,Battlefleet Gothic: Armada 2,N,N,https://store.steampowered.com/app/573100,Focus Home Interactive,"Strategy,",1
100045411,Battlerite,N,N,https://store.steampowered.com/app/504370,Stunlock Studios,"Action,",1
100264211,Battlerite Royale,N,N,https://store.steampowered.com/app/879160,Stunlock Studios,"Action,Massively Multiplayer Online,Multiplayer Online Battle Arena,",1
100189611,Battletech,N,N,https://store.steampowered.com/app/637090,Paradox Interactive AB,"Action,Adventure,Strategy,",1
100163111,BeamNG.drive,N,N,https://store.steampowered.com/app/284160,BeamNG,"Simulation,Racing,",1
100358211,Bear With Me: The Lost Robots,N,N,https://store.steampowered.com/app/1050000,Modus Games,"Adventure,Casual,Indie,",1
100154811,Besiege,N,N,https://store.steampowered.com/app/346010,Spiderling Studios,"Indie,Simulation,",1
17935611,BioShock Infinite,N,N,https://store.steampowered.com/app/8870,2K Games,"Action,First-Person Shooter,Role Playing,",1
100196511,BioShock™ 2 Remastered,N,Y,https://store.steampowered.com/app/409720,2K Games,"Action,Role Playing,First-Person Shooter,",1
100042811,BioShock™ Remastered,N,Y,https://store.steampowered.com/app/409710,2K Games,"Action,First-Person Shooter,Role Playing,",1
17948611,Black Desert Online,N,Y,https://store.steampowered.com/app/582660,Kakao Games Europe B.V.,"Action,Adventure,Massively Multiplayer Online,Role PlayingSimulation,Strategy,",1
100407611,Black Future '88,N,N,https://store.steampowered.com/app/751820,Good Shepherd Entertainment,"Action,Adventure,Indie,",1
100134211,Black Squad,N,N,https://store.steampowered.com/app/550650,Neowiz Games,"First-Person Shooter,Action,Free To Play,",1
100500611,BLACKSAD: Under the Skin,N,N,https://store.steampowered.com/app/1003890,Microids,"Adventure,Casual,Puzzle,",1
100103011,Blackwake,N,N,https://store.steampowered.com/app/420290,Mastfire Studios Pty Ltd,"Action,Indie,Strategy,",1
100358811,Blair Witch,N,N,https://store.steampowered.com/app/1092660,Bloober Team NA,"Adventure,Indie,",1
100219811,BlazBlue: Cross Tag Battle,N,N,https://store.steampowered.com/app/702890,Arc System Works,"Action,",1
100031511,Blizzard® Battle.net®,N,Y,,Blizzard Entertainment,",",1
100044511,Borderlands 2,N,Y,https://store.steampowered.com/app/49520,2K Games,"Action,First-Person Shooter,",1
100152411,Borderlands 3,N,Y,,2K,"Action,First-Person Shooter,Role Playing,",1
100330411,Borderlands Game of the Year Enhanced,N,N,https://store.steampowered.com/app/729040,2K,"Action,Role Playing,",1
18108411,Borderlands: The Pre-Sequel,N,N,https://store.steampowered.com/app/261640,2K Games,"Action,Role Playing,",1
100005111,Brawlhalla,N,Y,https://store.steampowered.com/app/291550,Ubisoft,"Action,Free To Play,Indie,Platformer,",1
100369211,Brothers: A Tale of Two Sons,N,Y,https://store.steampowered.com/app/225080,505 Games,"Adventure,Casual,Puzzle,",1
100218311,Call of Cthulhu®,N,N,https://store.steampowered.com/app/399810,Focus Home Interactive,"Adventure,Role Playing,",1
100047411,Call of Duty: World at War,N,N,https://store.steampowered.com/app/10090,Activision,"Action,First-Person Shooter,",1
17936211,Call of Duty® 4: Modern Warfare®,N,N,https://store.steampowered.com/app/7940,Activision,"Action,First-Person Shooter,",1
100234111,Call of Duty®: Black Ops 4,N,Y,,Activision,"Action,First-Person Shooter,Massively Multiplayer Online,",1
17935911,Call of Duty®: Black Ops III,N,Y,https://store.steampowered.com/app/311210,Activision,"Action,Adventure,First-Person Shooter,",1
100005511,Call of Duty®: Infinite Warfare,N,N,https://store.steampowered.com/app/292730,Activision,"Action,Adventure,First-Person Shooter,",1
100357011,Call of Duty®: Modern Warfare®,N,N,,Activision,"Action,First-Person Shooter,",1
18109011,Call of Duty®: Modern Warfare® 2 Multiplayer,N,N,https://store.steampowered.com/app/10190,Activision,"Action,First-Person Shooter,",1
17936111,Call of Duty®: Modern Warfare® 2 Singleplayer,N,N,https://store.steampowered.com/app/10180,Activision,"Action,First-Person Shooter,",1
18109111,Call of Duty®: Modern Warfare® 3 Multiplayer,N,N,https://store.steampowered.com/app/42690,Activision,"Action,First-Person Shooter,",1
18100211,Call of Duty®: Modern Warfare® 3 singleplayer,N,N,https://store.steampowered.com/app/42680,Activision,"Action,First-Person Shooter,",1
100130311,Call of Duty®: WWII,Y,N,https://store.steampowered.com/app/476600,Activision,"Action,First-Person Shooter,",1
100269511,CardLife: Cardboard Survival,N,N,https://store.steampowered.com/app/920690,Freejam,"Action,Adventure,Massively Multiplayer Online,IndieRole Playing,",1
100307211,Catherine Classic,N,N,https://store.steampowered.com/app/893180,"Sega Europe, Ltd.","Adventure,",1
100171711,Celeste,N,N,https://store.steampowered.com/app/504230,Matt Makes Games Inc.,"Action,Adventure,Indie,Platformer,",1
100365611,Chernobylite,N,N,https://store.steampowered.com/app/1016800,The Farm 51,"Action,Adventure,Indie,Role PlayingSimulation,",1
100018411,Chivalry: Medieval Warfare,N,N,https://store.steampowered.com/app/219640,Torn Banner Studios,"Action,Indie,",1
100034911,Cities: Skylines,N,Y,https://store.steampowered.com/app/255710,Paradox Interactive,"Casual,Simulation,Strategy,",1
100137511,Claybook,N,N,https://store.steampowered.com/app/661920,Second Order,"Action,Indie,Platformer,Puzzle,",1
100154511,Clicker Heroes,N,N,https://store.steampowered.com/app/363970,Playsaurus,"Adventure,Casual,Free To Play,IndieRole Playing,Simulation,Strategy,",1
100233211,Clicker Heroes 2,N,N,https://store.steampowered.com/app/629910,Playsaurus,"Action,Adventure,Arcade,CasualIndie,Role Playing,Simulation,Strategy",1
100213011,Closers,N,N,https://store.steampowered.com/app/215830,Nexon Corporation,"Free To Play,Massively Multiplayer Online,Role Playing,",1
100413511,Commandos 2 - HD Remaster,N,N,https://store.steampowered.com/app/1100410,Kalypso Media Group GmbH,"Strategy,",1
18100311,Company of Heroes,N,N,https://store.steampowered.com/app/228200,SEGA,"Action,Strategy,",1
100030011,Conan Exiles,N,Y,https://store.steampowered.com/app/440900,Funcom,"Action,Adventure,Massively Multiplayer Online,Role PlayingSimulation,Strategy,",1
100523211,Conception PLUS: Maidens of the Twelve Stars,N,N,https://store.steampowered.com/app/906510,"Spike Chunsoft Co., Ltd.","Role Playing,",1
100247011,Construction Simulator 2 US - Pocket Edition,N,N,https://store.steampowered.com/app/787740,astragon Entertainment GmbH,"Simulation,",1
100354011,Constructor Plus,N,N,https://store.steampowered.com/app/898800,System 3,"Indie,Simulation,Strategy,",1
100295811,Cooking Simulator,N,N,https://store.steampowered.com/app/641320,Wastelands Interactive,"Casual,Indie,Simulation,",1
100161311,Counter-Strike,N,N,https://store.steampowered.com/app/10,Valve,"First-Person Shooter,Action,",1
7315111,Counter-Strike: Global Offensive,N,Y,https://store.steampowered.com/app/730,Valve Corporation,"Action,First-Person Shooter,Free To Play,",1
18109611,Counter-Strike: Source,N,N,https://store.steampowered.com/app/240,Valve,"Action,First-Person Shooter,",1
100224911,Crash Bandicoot™ N. Sane Trilogy,N,N,https://store.steampowered.com/app/731490,Activision,"Action,Family,Platformer,",1
17936711,Crossfire,N,N,,Tencent,"First-Person Shooter,",1
100100911,Crossout,Y,N,https://store.steampowered.com/app/386180,Gaijin Entertainment,"Action,Massively Multiplayer Online,Racing,Free To Play,",1
100155311,Crusader Kings II,N,N,https://store.steampowered.com/app/203770,Paradox Interactive,"Free To Play,Role Playing,Simulation,Strategy,",1
100379411,Crying Suns,N,N,https://store.steampowered.com/app/873940,Humble Bundle,"Indie,Strategy,",1
100223411,Cuisine Royale,N,N,https://store.steampowered.com/app/884660,Gaijin Distribution KFT,"Action,Free To Play,Massively Multiplayer Online,",1
100219911,Cultist Simulator,N,N,https://store.steampowered.com/app/718670,Humble Bundle,"Indie,Role Playing,Simulation,Strategy,",1
100144311,Cuphead,N,N,https://store.steampowered.com/app/268910,StudioMDHR Entertainment Inc.,"Action,Arcade,Indie,Platformer,",1
100245711,Dakar 18,N,N,https://store.steampowered.com/app/767390,"Bigmoon Entertainment, Deep Silver","Racing,Simulation,",1
17937011,DARK SOULS™ II,N,N,https://store.steampowered.com/app/236430,BANDAI NAMCO Entertainment,"Action,Role Playing,",1
17937111,DARK SOULS™ II: Scholar of the First Sin,N,N,https://store.steampowered.com/app/335300,BANDAI NAMCO Entertainment,"Action,Role Playing,",1
18109711,DARK SOULS™ III,N,Y,https://store.steampowered.com/app/374320,BANDAI NAMCO Entertainment,"Action,Role Playing,",1
100197011,DARK SOULS™: REMASTERED,N,N,https://store.steampowered.com/app/570940,BANDAI NAMCO Entertainment America Inc.,"Action,Role Playing,",1
100155211,Darkest Dungeon®,N,N,https://store.steampowered.com/app/262060,Red Hook Studios,"Indie,Role Playing,Strategy,",1
100208611,Darksiders II Deathinitive Edition,N,N,https://store.steampowered.com/app/388410,THQ Nordic,"Action,Adventure,Role Playing,",1
100219111,Darksiders III,N,N,https://store.steampowered.com/app/606280,THQ Nordic,"Action,Adventure,Indie,Role Playing,",1
100367411,DARKSIDERS: GENESIS,N,N,https://store.steampowered.com/app/710920,THQ Nordic,"Action,Adventure,Role Playing,",1
100202611,Darwin Project,N,N,https://store.steampowered.com/app/544920,Scavengers Studio,"Action,Casual,Free To Play,Indie,",1
100199911,Dauntless,N,Y,,Phoenix Labs,"Action,Free To Play,Massively Multiplayer Online,Role Playing,",1
100325311,Dawn of Man,N,N,https://store.steampowered.com/app/858810,Madruga Works,"Indie,Simulation,Strategy,",1
17937411,DayZ,N,N,https://store.steampowered.com/app/221100,Bohemia Interactive,"Action,Adventure,First-Person Shooter,Massively Multiplayer OnlineRole Playing,Simulation,",1
18545711,Dead by Daylight,N,Y,https://store.steampowered.com/app/381210,Starbreeze Studios,"Action,",1
100047211,Dead Cells,N,Y,https://store.steampowered.com/app/588650,Motion Twin,"Action,Indie,Platformer,",1
100246211,Dead Frontier 2,N,N,https://store.steampowered.com/app/744900,Creaky Corpse Ltd,"Action,Free To Play,Indie,Massively Multiplayer OnlineRole Playing,",1
100209411,Dead In Vinland,N,N,https://store.steampowered.com/app/573120,"Playdius, Plug In Digital","Adventure,Indie,Role Playing,SimulationStrategy,",1
100202511,Deceit,N,N,https://store.steampowered.com/app/466240,Automaton,"Action,Free To Play,Indie,",1
100184211,Deep Rock Galactic,N,N,https://store.steampowered.com/app/548430,Coffee Stain Publishing,"Action,Indie,",1
100271811,Deep Sky Derelicts,N,N,https://store.steampowered.com/app/698640,1C Entertainment,"Indie,Role Playing,Strategy,",1
18278111,Deliver Us The Moon: Fortuna,N,N,https://store.steampowered.com/app/428660,Wired Productions,"Action,Adventure,Indie,PuzzleSimulation,",1
100148911,Depth,N,N,https://store.steampowered.com/app/274940,Digital Confectioners,"Action,Indie,",1
100182611,Descenders,N,N,https://store.steampowered.com/app/681280,No More Robots,"Action,Racing,Sports,",1
100189111,DESOLATE,N,N,https://store.steampowered.com/app/671510,HypeTrain Digital,"Action,Adventure,Role Playing,",1
100362311,Destiny 2,N,Y,https://store.steampowered.com/app/1085660,Bungie,"Action,Adventure,First-Person Shooter,Free To PlayMassively Multiplayer Online,Role Playing,",1
17937711,Diablo III,N,Y,,Blizzard Entertainment,"Action,Role Playing,",1
100349511,Diesel Brothers: Truck Building Simulator,N,N,https://store.steampowered.com/app/750050,"Code Horizon, PlayWay S.A.","Casual,Racing,Simulation,",1
16703111,DiRT 3 Complete Edition,N,N,https://store.steampowered.com/app/321040,Codemasters,"Racing,Simulation,Sports,",1
100047811,DiRT 4,N,Y,https://store.steampowered.com/app/421020,Codemasters,"Racing,Simulation,Sports,",1
100229711,DiRT Rally 2.0,N,N,https://store.steampowered.com/app/690790,Codemasters,"Racing,Simulation,Sports,",1
18100611,Dirty Bomb®,Y,N,https://store.steampowered.com/app/333930,Nexon America Inc.,"Action,Free To Play,First-Person Shooter,",1
100480411,Disco Elysium,N,N,https://store.steampowered.com/app/632470,ZA/UM,"Adventure,Indie,Role Playing,",1
100035311,Dishonored,N,N,https://store.steampowered.com/app/205100,Bethesda Softworks,"Action,Adventure,First-Person Shooter,",1
100035411,Dishonored 2,N,Y,https://store.steampowered.com/app/403640,Bethesda Softworks,"Action,First-Person Shooter,Role Playing,",1
100133211,Dishonored®: Death of the Outsider™,N,N,https://store.steampowered.com/app/614570,Bethesda Softworks,"Action,",1
100100311,Distance,N,N,https://store.steampowered.com/app/233610,Refract,"Action,Racing,Indie,",1
100075911,Divinity: Original Sin 2,N,Y,https://store.steampowered.com/app/435150,Larian Studios,"Adventure,Role Playing,Strategy,",1
17938011,Don't Starve,N,N,https://store.steampowered.com/app/219740,Klei Entertainment,"Adventure,Indie,Simulation,",1
18100711,Don't Starve Together,N,N,https://store.steampowered.com/app/322330,Klei Entertainment,"Adventure,Indie,Simulation,",1
100238311,Donut County,N,N,https://store.steampowered.com/app/702670,Annapurna Interactive,"Adventure,Casual,Indie,Puzzle,",1
100035611,DOOM®,N,Y,https://store.steampowered.com/app/379720,Bethesda Softworks,"Action,First-Person Shooter,",1
9029111,Dota 2,N,Y,https://store.steampowered.com/app/570,Valve,"Action,Free To Play,Multiplayer Online Battle Arena,Strategy,",1
100362111,Dota Underlords,N,N,https://store.steampowered.com/app/1046930,Valve,"Free To Play,Strategy,",1
100271711,Double Turn,N,N,https://store.steampowered.com/app/762680,Inwave Labs,"Action,Indie,",1
18101111,Dragon Nest,N,N,,Eyedentity Games Inc.,"Action,Free To Play,Massively Multiplayer Online,Role Playing,",1
100289511,Dungreed,N,N,https://store.steampowered.com/app/753420,TEAM HORAY,"Action,Indie,",1
100301611,DUSK,N,N,https://store.steampowered.com/app/519860,New Blood Interactive,"Action,Indie,",1
100035811,Dying Light,N,Y,https://store.steampowered.com/app/239140,Warner Bros. Interactive Entertainment,"Action,First-Person Shooter,",1
100204811,Dying Light: Bad Blood,N,N,https://store.steampowered.com/app/766370,Techland Sp. z o.o.,"Action,Massively Multiplayer Online,Role Playing,",1
100366411,EARTH DEFENSE FORCE 5,N,N,https://store.steampowered.com/app/1007040,D3 PUBLISHER,"Action,",1
100158811,Edge Of Eternity,N,N,https://store.steampowered.com/app/269190,Playdius Entertainment,"Indie,Role Playing,Strategy,",1
100151311,ELEX,Y,N,https://store.steampowered.com/app/411300,THQ Nordic,"Action,Adventure,Role Playing,",1
18101311,Elite Dangerous,N,N,https://store.steampowered.com/app/359320,Frontier Developments,"Action,Adventure,Massively Multiplayer Online,Role PlayingSimulation,Strategy,",1
100223211,Empyrion - Galactic Survival,N,N,https://store.steampowered.com/app/383120,Eleon Game Studios,"Adventure,Indie,Simulation,Strategy,",1
100074411,Endless Space® 2,N,N,https://store.steampowered.com/app/392110,SEGA,"Strategy,",1
18117111,Enter the Gungeon,N,N,https://store.steampowered.com/app/311690,Devolver Digital,"Action,Adventure,Indie,",1
12129111,Euro Truck Simulator 2,N,Y,https://store.steampowered.com/app/227300,SCS Software,"Casual,Racing,Simulation,",1
100026711,Europa Universalis IV,N,N,https://store.steampowered.com/app/236850,Paradox Interactive,"Simulation,Strategy,",1
100045111,EVE Online,N,N,,CCP,"Action,Free To Play,Massively Multiplayer Online,Role PlayingStrategy,",1
100412011,Everreach: Project Eden,N,N,https://store.steampowered.com/app/915670,Headup,"Action,First-Person Shooter,Indie,Role Playing,",1
100023011,EVERSPACE™,N,N,https://store.steampowered.com/app/396750,ROCKFISH Games,"Action,Indie,",1
100275811,EXAPUNKS,N,Y,https://store.steampowered.com/app/716490,Zachtronics,"Indie,Puzzle,Simulation,",1
100204611,F1® 2018,N,N,https://store.steampowered.com/app/737800,Codemasters,"Simulation,Racing,",1
100323611,F1® 2019 Anniversary Edition,N,N,https://store.steampowered.com/app/928600,Codemasters,"Racing,Simulation,Sports,",1
100061711,F1™ 2017,N,N,https://store.steampowered.com/app/515220,Codemasters,"Simulation,Racing,",1
18294111,Factorio,N,N,https://store.steampowered.com/app/427520,Wube Software,"Action,",1
100162711,Fade to Silence,N,N,https://store.steampowered.com/app/706020,THQ Nordic GmbH,"Role Playing,",1
17939311,Fallout 3: Game of the Year Edition,N,N,https://store.steampowered.com/app/22370,Bethesda Softworks,"First-Person Shooter,Role Playing,",1
100242311,Fallout 76,N,Y,,Bethesda Softworks LLC,"Role Playing,",1
17939211,Fallout: New Vegas,N,N,https://store.steampowered.com/app/22380,Bethesda Softworks,"Action,Role Playing,",1
100162811,Far Cry® 4,N,Y,https://store.steampowered.com/app/298110,Ubisoft,"Action,Adventure,First-Person Shooter,",1
17939611,Far Cry® 4,N,Y,,Ubisoft,"Action,Adventure,First-Person Shooter,",1
100166911,Far Cry® 5,Y,Y,https://store.steampowered.com/app/552520,Ubisoft,"Action,Adventure,First-Person Shooter,",1
100091011,Far Cry® 5,Y,Y,,Ubisoft,"Action,Adventure,First-Person Shooter,",1
100263711,Far Cry® New Dawn,N,Y,,Ubisoft,"Action,Adventure,First-Person Shooter,",1
100263611,Far Cry® New Dawn,N,Y,https://store.steampowered.com/app/939960,Ubisoft,"Action,Adventure,First-Person Shooter,",1
100166811,Far Cry® Primal,N,N,https://store.steampowered.com/app/371660,Ubisoft,"Action,Adventure,First-Person Shooter,",1
18078311,Far Cry® Primal,N,Y,,Ubisoft,"Action,Adventure,First-Person Shooter,",1
100215611,FAR: Lone Sails,N,N,https://store.steampowered.com/app/609320,Mixtvision Digital,"Indie,Adventure,Action,",1
100272711,Farm Together,N,N,https://store.steampowered.com/app/673950,Milkstone Studios,"Casual,Indie,Simulation,",1
100008211,Farming Simulator 17,N,N,https://store.steampowered.com/app/447020,Focus Home Interactive,"Simulation,",1
100245011,Farming Simulator 19,N,N,https://store.steampowered.com/app/787860,Focus Home Interactive,"Casual,Simulation,",1
100204911,Fear The Wolves,N,N,https://store.steampowered.com/app/819500,Focus Home Interactive,"Action,First-Person Shooter,Adventure,Massively Multiplayer Online,",1
100366511,FIA European Truck Racing Championship,N,N,https://store.steampowered.com/app/940580,Bigben Interactive,"Racing,Simulation,Sports,",1
100324811,Fimbul,N,N,https://store.steampowered.com/app/771690,Wild River Games,"Action,Adventure,Indie,",1
100080811,Firewatch,N,N,https://store.steampowered.com/app/383870,Panic,"Adventure,Indie,",1
100239511,Five Nights at Freddy's,N,N,https://store.steampowered.com/app/319510,Scott Cawthon,"Indie,Simulation,Action,Strategy,",1
100239611,Five Nights at Freddy's 2,N,N,https://store.steampowered.com/app/332800,Scott Cawthon,"Indie,Simulation,Action,Strategy,",1
100134911,Football Manager 2018,N,N,https://store.steampowered.com/app/624090,SEGA,"Simulation,Sports,",1
100238011,Football Manager 2019,N,N,https://store.steampowered.com/app/872790,SEGA,"Sports,Simulation,",1
100134811,Football Manager Touch 2018,N,N,https://store.steampowered.com/app/624120,SEGA,"Simulation,Sports,",1
100011411,For Honor™,N,Y,,Ubisoft,"Action,Adventure,",1
100153511,For Honor™,N,Y,https://store.steampowered.com/app/304390,Ubisoft,"Action,Adventure,",1
100344911,Forager,N,N,https://store.steampowered.com/app/751780,Humble Bundle,"Action,Adventure,Casual,IndieSimulation,",1
100171511,Forged Battalion,N,N,https://store.steampowered.com/app/686260,Team17 Digital Ltd,"Indie,Simulation,Strategy,",1
100013311,Fortnite,Y,Y,,"Epic Games, Inc.","Action,Free To Play,Massively Multiplayer Online,",1
100319811,Foundation,N,N,https://store.steampowered.com/app/690830,Polymorph Games,"Indie,Simulation,Strategy,",1
100226011,Fractured Lands,N,N,https://store.steampowered.com/app/751240,Unbroken Studios,"Racing,First-Person Shooter,Action,",1
100070011,Friday the 13th: The Game,N,Y,https://store.steampowered.com/app/438740,Gun Media,"Action,",1
100140411,FrostPunk,N,N,https://store.steampowered.com/app/323190,11 bit studios,"Simulation,Strategy,",1
100311211,FrostRunner,N,N,https://store.steampowered.com/app/934840,SMU Guildhall,"Action,Free To Play,Indie,Platformer,",1
100299511,FTL: Faster Than Light,N,N,https://store.steampowered.com/app/212680,Subset Games,"Casual,Indie,Simulation,Strategy,",1
100073711,Garry's Mod,N,Y,https://store.steampowered.com/app/4000,Valve,"Indie,Simulation,",1
100267711,Generation Zero,N,N,https://store.steampowered.com/app/704270,Avalanche Studios Stockholm,"Action,Adventure,",1
100363311,Gloomhaven,N,N,https://store.steampowered.com/app/780290,Asmodee Digital,"Adventure,Role Playing,Strategy,",1
100152111,Golf With Your Friends,N,N,https://store.steampowered.com/app/431240,Blacklight Interactive,"Casual,Indie,Sports,",1
100171311,Gravel,N,N,https://store.steampowered.com/app/558260,Milestone S.r.l.,"Racing,Sports,",1
100251811,GreedFall,N,N,https://store.steampowered.com/app/606880,Focus Home Interactive,"Action,Role Playing,",1
100244511,Green Hell,N,N,https://store.steampowered.com/app/815370,Creepy Jar,"Indie,Simulation,",1
18316011,Grim Dawn,N,N,https://store.steampowered.com/app/219990,Crate Entertainment,"Role Playing,Action,Adventure,Indie,",1
100184511,GRIP: Combat Racing,Y,N,https://store.steampowered.com/app/396900,Wired Productions,"Action,Indie,Racing,",1
100171211,GTFO,N,N,https://store.steampowered.com/app/493520,10 Chambers Collective,"Action,First-Person Shooter,Massively Multiplayer Online,",1
100217511,Guacamelee! 2,N,N,https://store.steampowered.com/app/534550,Drinkbox Studios,"Action,Adventure,Indie,Platformer,",1
17940711,Guild Wars 2,N,Y,,NCSOFT,"Massively Multiplayer Online,Role Playing,",1
100270211,GUILTY GEAR Xrd -REVELATOR-,N,N,https://store.steampowered.com/app/520440,Arc System Works,"Action,",1
100228211,Hacknet,N,N,https://store.steampowered.com/app/365450,Surprise Attack,"Indie,Simulation,Puzzle,",1
18111211,Half-Life®,N,Y,https://store.steampowered.com/app/70,Valve,"Action,First-Person Shooter,",1
19111,Half-Life® 2,N,Y,https://store.steampowered.com/app/220,Valve,"Action,First-Person Shooter,",1
17940911,Hearthstone: Heroes of Warcraft,N,Y,,Blizzard Entertainment,"Strategy,",1
18544311,Hearts of Iron IV,N,N,https://store.steampowered.com/app/394360,Paradox Interactive,"Simulation,Strategy,",1
100354411,Hell Let Loose,N,N,https://store.steampowered.com/app/686810,Team17 Digital Ltd,"Action,Casual,Indie,SimulationStrategy,",1
100056111,Hellblade: Senua's Sacrifice,N,N,https://store.steampowered.com/app/414340,Ninja Theory,"Action,Adventure,Indie,",1
